Time (seconds),x0,x1,x2,x3,x4,x5
0.0,1181,1176,0,1340,1189,151
0.01,1176,1176,0,1340,1189,151
0.02,1177,1176,0,1323,1189,134
0.032,1176,1176,0,1317,1189,128
0.041,1182,1176,0,1278,1189,89
0.052,1179,1176,0,1230,1189,41
0.063,1183,1176,0,1204,1189,0
0.073,1176,1176,0,1192,1189,0
0.082,1176,1176,0,1187,1189,0
0.093,1179,1176,0,1184,1189,0
0.102,1176,1176,0,1189,1189,0
0.111,1172,1176,0,1181,1189,0
0.121,1177,1176,0,1179,1189,0
0.132,1174,1176,0,1184,1189,0
0.141,1181,1176,0,1189,1189,0
0.151,1174,1176,0,1191,1189,0
0.161,1182,1176,0,1198,1189,0
0.171,1177,1176,0,1204,1189,0
0.18,1177,1176,0,1214,1190,0
0.188,1178,1176,0,1230,1190,0
0.196,1176,1176,0,1260,1190,70
0.205,1180,1176,0,1307,1190,117
0.215,1178,1176,0,1327,1190,137
0.224,1174,1176,0,1341,1190,151
0.235,1179,1176,0,1347,1190,157
0.247,1178,1176,0,1370,1190,180
0.255,1177,1176,0,1370,1190,180
0.266,1174,1176,0,1371,1190,181
0.276,1176,1176,0,1383,1190,193
0.286,1172,1176,0,1373,1190,183
0.293,1176,1176,0,1387,1190,197
0.305,1178,1176,0,1373,1190,183
0.316,1178,1176,0,1379,1190,189
0.325,1173,1176,0,1373,1190,183
0.335,1176,1176,0,1370,1190,180
0.345,1173,1176,0,1363,1190,173
0.355,1177,1176,0,1338,1190,148
0.363,1174,1176,0,1331,1190,141
0.372,1174,1175,0,1282,1190,92
0.38,1173,1175,0,1240,1190,50
0.388,1178,1175,0,1213,1190,0
0.398,1174,1175,0,1196,1190,0
0.408,1179,1175,0,1197,1190,0
0.416,1179,1176,0,1179,1190,0
0.427,1178,1176,0,1185,1190,0
0.438,1174,1175,0,1183,1190,0
0.448,1179,1176,0,1178,1190,0
0.457,1175,1176,0,1183,1190,0
0.467,1177,1176,0,1181,1190,0
0.477,1177,1176,0,1179,1190,0
0.487,1176,1176,0,1180,1189,0
0.498,1175,1175,0,1176,1189,0
0.508,1185,1176,0,1172,1189,0
0.515,1182,1176,0,1178,1189,0
0.524,1182,1176,0,1178,1189,0
0.534,1174,1176,0,1179,1189,0
0.541,1173,1176,0,1182,1189,0
0.551,1175,1176,0,1182,1189,0
0.56,1179,1176,0,1179,1189,0
0.567,1181,1176,0,1171,1189,0
0.576,1178,1176,0,1176,1189,0
0.585,1175,1176,0,1173,1189,0
0.593,1184,1176,0,1181,1189,0
0.603,1172,1176,0,1181,1189,0
0.613,1174,1176,0,1175,1189,0
0.621,1175,1176,0,1184,1189,0
0.631,1177,1176,0,1175,1189,0
0.638,1178,1176,0,1186,1189,0
0.645,1174,1176,0,1183,1189,0
0.652,1173,1176,0,1191,1189,0
0.659,1176,1176,0,1201,1189,0
0.667,1175,1176,0,1206,1189,0
0.675,1176,1176,0,1218,1189,0
0.683,1177,1176,0,1250,1189,61
0.69,1179,1176,0,1301,1189,112
0.697,1177,1176,0,1329,1189,140
0.704,1177,1176,0,1356,1189,167
0.712,1177,1176,0,1366,1189,177
0.719,1173,1175,0,1378,1189,189
0.726,1177,1176,0,1381,1189,192
0.734,1176,1176,0,1393,1189,204
0.741,1173,1175,0,1398,1189,209
0.747,1175,1175,0,1393,1189,204
0.755,1172,1175,0,1399,1189,210
0.761,1176,1175,0,1394,1189,205
0.768,1175,1175,0,1401,1189,212
0.775,1180,1175,0,1409,1189,220
0.783,1177,1175,0,1392,1189,203
0.79,1175,1175,0,1396,1189,207
0.797,1174,1175,0,1397,1189,208
0.805,1173,1175,0,1392,1189,203
0.814,1174,1175,0,1390,1189,201
0.823,1175,1175,0,1398,1189,209
0.833,1177,1175,0,1382,1189,193
0.843,1175,1175,0,1371,1189,182
0.851,1172,1175,0,1362,1189,173
0.859,1175,1175,0,1337,1189,148
0.866,1174,1175,0,1315,1189,126
0.875,1176,1175,0,1277,1189,88
0.884,1182,1175,0,1252,1189,63
0.891,1174,1175,0,1228,1189,0
0.9,1172,1175,0,1221,1189,0
0.91,1173,1175,0,1226,1189,0
0.92,1174,1175,0,1217,1189,0
0.93,1176,1175,0,1213,1189,0
0.94,1176,1175,0,1219,1190,0
0.948,1179,1175,0,1217,1190,0
0.958,1182,1175,0,1207,1190,0
0.969,1176,1175,0,1206,1190,0
0.981,1172,1175,0,1201,1190,0
0.99,1175,1175,0,1201,1190,0
0.998,1174,1175,0,1199,1190,0
1.006,1173,1175,0,1195,1190,0
1.016,1177,1175,0,1192,1190,0
1.026,1177,1175,0,1192,1190,0
1.036,1175,1175,0,1189,1190,0
1.045,1177,1175,0,1191,1190,0
1.053,1181,1175,0,1183,1190,0
1.062,1175,1175,0,1180,1190,0
1.07,1176,1175,0,1178,1190,0
1.08,1169,1175,0,1187,1190,0
1.088,1176,1175,0,1183,1190,0
1.099,1176,1175,0,1181,1190,0
1.108,1180,1175,0,1185,1190,0
1.118,1177,1175,0,1187,1190,0
1.129,1178,1175,0,1184,1190,0
1.138,1173,1175,0,1182,1190,0
1.147,1176,1175,0,1188,1190,0
1.156,1175,1175,0,1191,1190,0
1.166,1177,1175,0,1181,1190,0
1.175,1175,1175,0,1190,1190,0
1.183,1174,1175,0,1187,1190,0
1.193,1174,1175,0,1181,1190,0
1.204,1175,1175,0,1182,1189,0
1.214,1176,1175,0,1180,1189,0
1.222,1178,1175,0,1182,1189,0
1.231,1178,1175,0,1183,1189,0
