Time (seconds),x0,x1,x2,x3,x4,x5
0.0,1170,1175,0,1193,1193,0
0.01,1175,1175,0,1193,1193,0
0.02,1175,1175,0,1190,1193,0
0.032,1176,1175,0,1192,1193,0
0.042,1173,1175,0,1192,1193,0
0.054,1173,1175,0,1193,1193,0
0.062,1179,1175,0,1188,1193,0
0.072,1176,1175,0,1201,1193,0
0.081,1175,1175,0,1189,1193,0
0.092,1172,1175,0,1196,1193,0
0.101,1174,1175,0,1196,1193,0
0.11,1175,1175,0,1190,1193,0
0.12,1172,1175,0,1189,1193,0
0.13,1171,1175,0,1196,1193,0
0.142,1182,1175,0,1198,1193,0
0.152,1175,1175,0,1191,1193,0
0.163,1173,1175,0,1190,1193,0
0.173,1177,1175,0,1192,1193,0
0.183,1174,1175,0,1195,1193,0
0.195,1173,1175,0,1196,1193,0
0.206,1181,1175,0,1190,1193,0
0.218,1179,1175,0,1190,1193,0
0.23,1172,1175,0,1192,1193,0
0.239,1174,1175,0,1196,1193,0
0.249,1173,1175,0,1185,1193,0
0.26,1180,1175,0,1191,1193,0
0.269,1171,1175,0,1192,1193,0
0.278,1176,1175,0,1190,1193,0
0.287,1177,1175,0,1191,1193,0
0.295,1172,1175,0,1189,1193,0
0.302,1174,1175,0,1190,1193,0
0.309,1172,1175,0,1201,1193,0
0.317,1171,1175,0,1192,1193,0
0.324,1172,1175,0,1186,1193,0
0.333,1173,1175,0,1190,1193,0
0.34,1172,1175,0,1198,1193,0
0.348,1173,1175,0,1191,1193,0
0.355,1170,1175,0,1189,1193,0
0.363,1177,1175,0,1196,1193,0
0.372,1172,1175,0,1187,1193,0
0.381,1175,1175,0,1196,1193,0
0.389,1173,1175,0,1191,1193,0
0.398,1175,1175,0,1194,1193,0
0.408,1175,1175,0,1194,1193,0
0.417,1174,1175,0,1191,1193,0
0.426,1170,1175,0,1191,1193,0
0.434,1180,1175,0,1193,1193,0
0.443,1175,1175,0,1189,1193,0
0.454,1173,1175,0,1192,1193,0
0.463,1184,1175,0,1191,1193,0
0.471,1172,1175,0,1194,1193,0
0.481,1172,1175,0,1192,1193,0
0.492,1175,1175,0,1191,1193,0
0.501,1174,1175,0,1189,1193,0
0.512,1174,1175,0,1189,1193,0
0.523,1174,1175,0,1194,1193,0
0.533,1171,1175,0,1190,1193,0
