# Time (seconds), Duration (seconds), f0, f1, f2, f3, f4, f5, f6, f7, f8, f9, f10, f11, f12, f13, f14, f15, f16, f17, f18, f19, f20, f21, f22, f23, f24, f25, f26, f27, f28, f29
0, 0.0319375, -0.0466527, 1.65406, 1.93458, 2.05307, 1.67167, 2.10767, 0.700511, 1.62063, 1.87254, 1.82748, 1.78918, 1.82509, 1.68072, 1.09896, 1.69057, 2.34257, 2.17302, 2.03814, 1.99592, 2.085, 1.91143, 1.60173, 1.43685, 1.34464, 1.3384, 1.23063, 1.17496, 1.60227, 1.75682, 1.64966
0.02, 0.0319375, 1.17298, 2.15172, 3.26962, 2.12226, 1.87902, 2.31838, 2.32647, 2.28792, 2.03865, 1.72711, 2.06985, 1.54177, 1.24661, 1.7229, 1.95088, 2.09936, 2.24607, 1.88671, 2.15743, 1.93782, 1.88051, 1.43932, 1.64555, 1.82361, 1.75109, 1.23236, 0.972727, 1.36962, 1.75223, 1.78393
0.04, 0.0319375, 0.897257, 1.41777, 3.07716, 3.245, 1.64793, 2.92416, 2.59177, 2.85408, 2.93643, 3.14085, 1.61698, 1.7098, 1.331, 1.27347, 1.57042, 2.13747, 1.83677, 2.00363, 1.92487, 1.82605, 1.65778, 1.51565, 1.44481, 1.72913, 1.64477, 1.22747, 1.09497, 1.06184, 1.42973, 1.64017
0.06, 0.0319375, 0.612947, 1.39711, 2.86661, 3.45463, 1.87852, 3.03465, 2.59704, 2.35636, 2.82812, 2.98947, 1.79789, 1.19977, 1.1872, 1.29852, 1.67646, 1.83389, 1.76458, 1.58528, 1.84856, 1.728, 1.48904, 1.3548, 1.13509, 1.15252, 0.856319, 1.09533, 1.13795, 0.833244, 1.13893, 1.15667
0.08, 0.0319375, 0.647624, 0.733187, 2.92893, 3.53569, 1.83385, 3.08232, 2.63297, 2.81386, 2.93896, 2.48915, 2.06088, 1.39456, 1.86899, 1.00689, 0.877907, 1.25523, 1.51373, 1.42228, 1.9521, 1.72885, 1.74547, 1.07947, 1.10995, 1.26996, 0.919577, 0.656928, 0.83167, 0.635158, 0.871486, 0.4881
0.1, 0.0319375, 0.750927, 1.635, 2.64608, 2.80113, 2.22892, 3.24686, 2.53083, 2.35164, 2.58383, 2.8788, 2.34358, 2.17942, 1.67961, 1.53613, 1.74587, 1.99146, 1.55141, 1.32728, 1.34064, 1.53154, 2.02435, 1.31678, 1.26173, 1.11613, 1.23479, 1.09602, 0.451213, 0.539482, 0.491537, 0.496414
0.12, 0.0319375, 1.22204, 1.40708, 2.08958, 1.72524, 2.11368, 3.08221, 2.43758, 1.97406, 2.66012, 2.53081, 2.23992, 1.62912, 1.8169, 1.22119, 1.72348, 1.94774, 1.66605, 1.60112, 1.74355, 1.82572, 1.84279, 1.43684, 1.58109, 1.29393, 1.24254, 0.987941, 1.01339, 0.855286, 0.661695, 0.694256
0.14, 0.0319375, 0.809561, 1.57978, 1.84333, 2.2421, 2.16756, 2.36197, 1.78553, 2.49711, 2.00389, 2.53351, 2.47733, 1.35248, 1.57758, 1.73651, 1.55807, 1.47874, 1.85122, 1.68774, 1.51491, 1.43591, 2.03612, 1.61138, 1.44108, 1.42142, 1.14091, 0.805224, 1.05779, 1.08168, 0.947648, 0.801782
0.16, 0.0319375, 0.987993, 1.8103, 1.69503, 1.56307, 1.60018, 2.02386, 1.70821, 2.05167, 1.99185, 2.3301, 1.97364, 1.23221, 1.48816, 1.63293, 1.61784, 2.00061, 1.82947, 1.39711, 1.2335, 1.88727, 1.90101, 1.18356, 1.40804, 1.22636, 1.09017, 0.921976, 0.911817, 0.898322, 0.672426, 0.27566
0.18, 0.0319375, 1.00489, 1.76839, 1.57042, 2.22128, 1.90187, 2.30375, 1.78354, 2.0914, 2.23263, 1.89774, 2.19407, 1.39773, 1.5611, 1.46187, 1.5677, 1.79942, 1.83724, 1.79622, 1.47836, 1.79177, 1.92666, 1.36962, 1.16762, 1.28332, 1.23145, 0.919117, 0.96202, 0.926611, 1.00803, 0.796215
0.2, 0.0319375, 1.38092, 1.32305, 1.116, 2.32241, 1.24761, 1.55747, 1.66345, 2.2595, 2.35609, 2.33247, 2.34624, 1.63033, 1.64308, 1.54898, 1.77368, 1.95405, 1.98091, 1.41835, 1.5544, 1.93189, 2.09318, 1.42338, 0.824289, 0.779456, 1.12821, 0.956019, 0.872271, 0.988566, 1.31442, 1.02184
0.22, 0.0319375, 1.29219, 2.23661, 1.64518, 1.60461, 1.38099, 1.49873, 1.74134, 1.81321, 2.29233, 2.92558, 2.25279, 1.12882, 1.11191, 1.14148, 1.10836, 1.61368, 2.13657, 1.95428, 1.63422, 1.86634, 1.98433, 1.43424, 1.31653, 1.25116, 1.01394, 1.31945, 1.09658, 0.882066, 0.831353, 0.626106
0.24, 0.0319375, 0.353249, 0.974326, 1.56497, 1.37475, 1.7016, 1.84644, 2.15628, 1.50286, 1.75589, 1.96705, 1.6104, 1.3876, 1.73175, 1.60839, 1.45154, 1.89879, 1.52345, 1.27758, 1.52888, 2.22973, 2.22285, 1.80027, 1.52949, 1.60099, 1.58969, 1.47866, 1.42793, 1.35454, 1.64048, 1.02207
0.26, 0.0319375, 0.894083, 1.84273, 1.76519, 1.34508, 2.22278, 1.92751, 2.58636, 2.50056, 2.49328, 1.98896, 1.98944, 1.01047, 1.88388, 2.27395, 2.13256, 1.96753, 1.94514, 1.9606, 1.73114, 2.2577, 2.71331, 1.8852, 1.71882, 1.5443, 1.70523, 1.65247, 1.82791, 1.8249, 2.06429, 1.28044
0.28, 0.0319375, 1.245, 1.43803, 2.14773, 1.8295, 3.42268, 3.94717, 2.48304, 3.14873, 2.98271, 3.41796, 2.5356, 1.63199, 2.25185, 2.14023, 1.72612, 1.59821, 1.74218, 1.84478, 1.85909, 2.27637, 2.13516, 1.83908, 1.64078, 0.971771, 1.58171, 1.56622, 1.41864, 1.38766, 0.862471, 1.26821
0.3, 0.0319375, 0.963052, 1.16517, 1.611, 3.02428, 3.43479, 2.98458, 3.15773, 3.26962, 4.08749, 3.40512, 2.91037, 2.06528, 2.54627, 2.12146, 2.13267, 1.97332, 1.6723, 1.58681, 1.64502, 1.58172, 1.67016, 1.36821, 1.51415, 1.46021, 1.24612, 1.17834, 1.146, 0.966937, 0.882915, 0.779236
0.32, 0.0319375, 0.54687, 1.51605, 2.07736, 2.94708, 3.82192, 3.55952, 2.51693, 3.24292, 3.3904, 3.27852, 2.6295, 2.04451, 2.18633, 2.17279, 1.89492, 1.5127, 1.06147, 1.21152, 1.26479, 1.83728, 1.55085, 1.34299, 1.49809, 1.08967, 0.860496, 1.24031, 1.09123, 1.25313, 1.20468, 0.885915
0.34, 0.0319375, 0.631052, 1.50525, 2.33733, 2.9672, 3.9631, 3.36125, 2.49516, 3.20323, 3.52529, 2.76278, 1.94961, 1.91223, 1.78785, 1.01849, 1.77142, 1.99828, 1.45434, 1.11638, 1.37854, 1.62485, 1.48609, 0.690911, 0.986491, 0.732957, 1.03639, 0.759604, 0.975761, 1.20533, 1.27605, 0.947895
0.36, 0.0319375, 0.0272284, 0.921375, 1.79688, 2.91211, 2.66244, 3.36117, 3.17462, 2.73049, 3.08632, 2.87556, 1.90907, 1.65851, 1.3446, 1.79557, 2.03442, 1.70696, 0.877776, 0.937986, 1.46274, 2.26572, 1.75555, 1.38924, 1.14544, 1.00628, 1.25954, 0.697479, 1.00935, 0.739447, 0.807392, 1.04523
0.38, 0.0319375, 0.106479, 1.45869, 2.37379, 3.03063, 2.57182, 3.39331, 2.81194, 2.66214, 2.86763, 2.51021, 1.69163, 1.21541, 1.81763, 1.36993, 1.50833, 1.61835, 1.34104, 1.08173, 1.64293, 1.85942, 2.14081, 1.22759, 1.22968, 1.09614, 1.21323, 1.07528, 1.09518, 0.930218, 1.07463, 0.765312
0.4, 0.0319375, 0.760441, 0.922817, 2.03031, 2.53957, 2.07084, 3.53573, 2.68627, 2.53096, 2.69454, 2.7055, 2.30806, 2.1982, 1.46336, 1.35781, 2.32658, 1.90754, 1.50665, 1.34769, 1.36265, 1.81273, 2.00425, 1.592, 1.54835, 0.923622, 1.45269, 0.977271, 0.905848, 1.46351, 1.21058, 1.29713
0.42, 0.0319375, 0.0560209, 1.22937, 2.33967, 1.80374, 1.76322, 2.78727, 2.34071, 2.80325, 3.87933, 3.90839, 2.35158, 3.27488, 2.68941, 2.65554, 2.58188, 1.87539, 2.22619, 3.02734, 2.2147, 2.14119, 2.12516, 1.45759, 1.16309, 1.43909, 1.51345, 1.2748, 1.1821, 1.06595, 1.35126, 1.21932
