# Time (seconds), Duration (seconds), f0, f1, f2, f3, f4, f5, f6, f7, f8, f9, f10, f11, f12, f13, f14, f15, f16, f17, f18, f19, f20, f21, f22, f23, f24, f25, f26, f27, f28, f29
0, 0.0319375, -7.27989, -7.23191, -7.37652, -8.05905, -8.00502, -7.78492, -7.56371, -7.2009, -7.45877, -7.55603, -7.30262, -7.17939, -7.5284, -7.0135, -6.79632, -6.64467, -6.65023, -6.76953, -6.80042, -6.79926, -6.95363, -6.88207, -6.63197, -6.33553, -5.78854, -5.88191, -5.83264, -5.79831, -5.78089, -5.68181
0.02, 0.0319375, -7.68379, -7.39193, -7.53372, -7.69998, -7.49313, -7.62228, -7.5501, -7.21718, -7.27724, -7.11649, -6.84839, -6.93419, -6.66989, -7.09938, -6.87688, -6.64569, -6.63199, -7.05892, -7.17038, -6.80952, -6.56973, -6.65007, -6.46461, -6.15699, -6.23777, -6.29045, -6.0361, -5.58493, -5.74487, -5.80351
0.04, 0.0319375, -7.34995, -7.66733, -8.04907, -7.69349, -7.8686, -8.05905, -7.86737, -6.99407, -6.98038, -7.09029, -6.7429, -7.03894, -7.32954, -6.87231, -6.92661, -6.87059, -6.8079, -6.62726, -7.01859, -6.78326, -6.18525, -6.15677, -6.526, -6.00719, -6.12221, -6.0172, -5.84276, -5.67787, -5.88808, -5.86713
0.06, 0.0319375, -7.37036, -7.48465, -8.05905, -7.52732, -7.16366, -7.29872, -7.18981, -7.06838, -6.88642, -7.02272, -7.16031, -7.21115, -6.89935, -6.6418, -7.35493, -6.74716, -6.70971, -6.3937, -6.45716, -6.45427, -6.48134, -6.43398, -6.21913, -5.94649, -6.11029, -6.22387, -6.32701, -6.19944, -6.16254, -5.94904
0.08, 0.0319375, -8.05905, -7.0748, -6.82288, -7.63474, -8.05905, -7.9481, -7.67553, -7.26533, -7.4654, -7.17061, -7.67016, -7.51284, -7.02942, -7.25509, -6.70959, -6.68712, -6.62234, -6.676, -6.50539, -6.74903, -6.84779, -6.42118, -6.28511, -6.18625, -6.13393, -6.14653, -6.20697, -5.7803, -5.56909, -5.74563
0.1, 0.0319375, -7.3916, -7.56976, -7.61789, -8.03537, -7.64858, -7.03942, -7.96838, -7.13674, -7.52091, -7.33793, -7.26231, -7.29814, -6.87711, -6.92467, -7.11833, -7.19386, -6.8686, -6.67479, -6.85541, -6.70952, -6.70514, -5.96464, -6.30037, -6.47482, -5.99654, -6.04229, -6.09208, -5.97919, -5.95648, -5.84317
0.12, 0.0319375, -8.05905, -8.05905, -7.91807, -7.36858, -6.83588, -7.0377, -7.80754, -7.32949, -7.17918, -7.01328, -6.90367, -7.01721, -6.72431, -7.1355, -7.16602, -6.77865, -6.6378, -6.60785, -6.72062, -6.69738, -6.67234, -6.49138, -6.29265, -6.16231, -6.01316, -6.16502, -5.96069, -5.98024, -5.702, -5.96714
0.14, 0.0319375, -7.47, -7.51481, -7.39303, -7.90541, -7.8481, -7.21792, -7.79049, -7.20216, -7.60392, -7.3672, -7.18978, -7.07149, -7.01494, -6.51756, -6.20126, -6.54145, -6.70125, -6.77188, -6.66748, -6.49371, -6.68479, -6.61542, -6.5527, -6.39049, -6.19006, -5.95411, -6.38424, -6.20487, -6.0321, -5.9193
0.16, 0.0319375, 0.541001, 1.02797, 1.01125, 2.16839, 2.52382, 1.60387, 1.76505, 1.44058, 2.23246, 2.06603, 1.13292, 1.6632, 1.83046, 2.24596, 1.59152, 1.81616, 1.34641, 1.78608, 2.03738, 1.671, 2.02303, 2.3364, 2.60936, 2.51222, 2.39539, 2.36624, 2.41722, 2.67268, 2.55498, 2.76717
0.18, 0.0319375, 0.45789, 0.582793, 0.787636, 3.03057, 2.80029, 2.12916, 1.89233, 2.14373, 2.4137, 2.44264, 1.92756, 2.23014, 3.15181, 3.18416, 1.89163, 1.63279, 2.34333, 2.84249, 1.84285, 2.50227, 3.04687, 3.30911, 2.9067, 2.91441, 2.94474, 2.86255, 3.0454, 3.36208, 3.18551, 3.34284
