# Time (seconds), Duration (seconds), f0, f1, f2, f3, f4, f5, f6, f7, f8, f9, f10, f11, f12, f13, f14, f15, f16, f17, f18, f19, f20, f21, f22, f23, f24, f25, f26, f27, f28, f29
0, 0.0319375, -8.05905, -7.55732, -8.05905, -8.05905, -7.85481, -7.92066, -7.19886, -7.23118, -7.20857, -6.76732, -7.29458, -7.79536, -7.09236, -7.06532, -7.36148, -6.74726, -6.96017, -7.0271, -6.69719, -6.66924, -6.14671, -6.34705, -6.35919, -6.32306, -6.52265, -6.33882, -6.2511, -6.06317, -5.96402, -5.85326
0.02, 0.0319375, -8.04503, -7.52633, -7.60829, -7.35581, -7.31562, -7.17676, -7.37856, -7.65225, -7.68554, -6.89568, -6.91168, -7.12179, -7.06003, -6.54318, -6.83357, -6.69127, -6.95792, -6.98113, -6.63343, -6.51743, -6.06181, -6.4133, -6.18929, -6.26265, -6.24289, -6.06621, -6.01819, -6.09996, -5.88232, -6.06531
0.04, 0.0319375, -8.05905, -8.05905, -8.05905, -7.32798, -7.96022, -7.80406, -7.6895, -7.40867, -7.42006, -7.14712, -7.33788, -6.95888, -7.07748, -6.58069, -6.55362, -6.7246, -6.7106, -6.52027, -6.4175, -6.68013, -6.50437, -6.31502, -6.21333, -6.33717, -6.32864, -6.08337, -5.72261, -5.67897, -5.51911, -5.62726
0.06, 0.0319375, -7.65554, -7.99597, -7.67719, -7.48925, -7.94093, -7.58154, -7.36245, -7.73598, -7.23845, -7.72472, -7.55003, -7.16912, -7.38104, -7.17147, -7.14252, -6.88728, -6.79392, -6.64698, -6.81217, -6.78902, -6.41732, -6.78145, -6.05686, -6.22654, -6.20625, -5.86499, -6.08862, -6.09903, -6.08872, -6.42327
0.08, 0.0319375, -8.05905, -7.42612, -7.6287, -7.86821, -7.30415, -7.31317, -7.49089, -7.58077, -7.03181, -6.90467, -6.91391, -6.745, -6.76679, -6.62886, -6.77954, -6.87988, -6.52283, -6.49351, -6.46595, -6.35392, -6.43565, -6.31433, -6.3093, -6.25197, -6.10467, -6.31607, -6.09331, -5.86512, -5.70041, -5.5295
0.1, 0.0319375, -8.05905, -7.86684, -7.44041, -7.90293, -8.05905, -7.6791, -7.51442, -7.4096, -7.09956, -7.17072, -7.25404, -6.78444, -6.85353, -6.81556, -7.04966, -6.68048, -6.66588, -6.93743, -7.0915, -7.06201, -6.36986, -6.18126, -6.2022, -6.49078, -6.41484, -6.12582, -6.05861, -6.1464, -6.01234, -5.6926
0.12, 0.0319375, -7.8087, -6.80591, -6.93431, -7.27968, -7.21455, -7.6704, -7.47315, -7.59955, -7.74654, -7.21414, -7.11345, -6.85401, -6.62435, -6.63901, -6.85867, -6.96553, -6.96013, -6.61024, -6.65386, -6.25424, -6.66334, -6.54567, -6.19167, -6.3788, -6.3447, -6.2966, -5.90965, -5.80658, -5.84363, -5.93566
0.14, 0.0319375, -8.05905, -7.91252, -8.05905, -7.42236, -8.05905, -7.85933, -7.30862, -7.60765, -7.24063, -7.26157, -7.62517, -7.21093, -6.87598, -6.91087, -6.69751, -6.37359, -6.61938, -6.93925, -6.48204, -6.32384, -6.24644, -6.1603, -6.0592, -6.07691, -6.35387, -5.90162, -6.14344, -6.14281, -5.72579, -5.51767
0.16, 0.0319375, -7.5281, -7.7716, -7.91803, -7.93585, -7.5458, -7.31592, -8.03603, -8.05905, -7.44149, -7.0426, -7.06272, -7.21473, -7.3094, -7.02217, -6.93312, -6.39863, -6.31052, -6.80169, -6.7982, -6.34318, -6.09345, -6.16752, -6.46523, -6.47888, -6.06879, -6.33841, -6.19924, -5.98808, -5.85223, -6.02911
0.18, 0.0319375, -7.98017, -8.05905, -7.55964, -7.6635, -7.1914, -7.40866, -7.36011, -7.49201, -7.47236, -7.10858, -7.05969, -6.94953, -7.45417, -6.93837, -7.24663, -7.00128, -7.13422, -6.81779, -6.54762, -6.26628, -6.56952, -6.58957, -5.84355, -6.03535, -6.23548, -6.26871, -5.99576, -6.00533, -5.7485, -5.86245
0.2, 0.0319375, -7.97214, -7.74713, -7.84738, -7.28246, -7.07569, -7.50815, -7.93787, -7.41503, -7.0431, -7.60458, -7.06704, -7.12869, -7.11145, -6.77841, -6.96272, -6.52333, -6.79729, -6.59219, -6.40175, -6.81036, -6.34909, -5.94741, -6.25136, -6.47382, -6.0328, -5.86576, -5.70529, -5.63207, -5.75739, -5.7716
0.22, 0.0319375, -7.8126, -7.47306, -7.10925, -8.05905, -7.47399, -7.19755, -7.04195, -7.70633, -7.44527, -7.42531, -7.01907, -6.89227, -7.18315, -7.09101, -6.90723, -6.79533, -7.23162, -6.49964, -6.36666, -6.39768, -6.55943, -6.64565, -6.30349, -6.31755, -6.28079, -5.88969, -6.02552, -6.16911, -5.76396, -5.86524
0.24, 0.0319375, -7.9688, -7.75536, -7.82018, -8.05905, -8.05905, -7.95483, -7.62593, -7.28864, -7.46979, -7.75829, -7.83386, -7.09798, -7.32636, -6.88742, -6.75942, -6.52349, -6.84179, -6.79048, -6.60739, -6.38271, -6.20511, -6.55414, -6.47782, -6.59205, -6.14389, -6.1029, -5.94045, -6.12052, -5.94026, -5.7841
